	353	230
	380	220
	404	214
	428	207
	451	199
	475	192
	498	186
	372	238
	394	226
	412	220
	445	212
	469	204
	493	197
	516	190
	390	245
	414	232
	439	225
	463	218
	487	209
	511	202
	534	195
	409	252
	433	238
	456	230
	483	223
	506	216
	531	208
	553	200
	427	258
	451	246
	477	238
	501	230
	527	222
	549	214
	574	206
	448	265
	471	253
	496	243
	523	235
	545	228
	572	220
	592	212
	267	273
	490	265
	517	255
	541	246
	566	238
	590	229
	612	221

	372 	400
	370	374
	366	346
	364	318
	360	290
	359	262
	388	409
	385	383
	383	354
	381	326
	378	296
	374	268
	407	417
	402	390
	400	363
	398	333
	396	304
	392	275
	424	426
	420	399
	418	370
	416	341
	414	311
	411	282
	444	434
	440	407
	437	378
	434	349
	433	318
	429	289
	463	441
	459	415
	457	387
	455	357
	452	326
	449	296
	485	450
	480	423
	479	394
	473	365
	472	334
	470	305

	510	441
	507	413
	505	384
	502	355
	499	326
	495	296
	534	432
	532	403
	529	375
	525	345
	523	316
	520	286
	558	423
	557	393
	554	366
	551	336
	548	306
	546	277
	581	412
	580	384
	577	356
	575	327
	572	298
	570	268
	604	402
	603	374
	600	346
	599	318
	596	288
	596	288
	626	392
	625	365
	623	336
	621	308
	619	280
	616	251
