0.008240	0.077723	0.046275
0.000699	0.068637	0.005546
0.008490	0.074579	-0.004198
0.000578	0.066818	0.001715
0.004324	0.069696	0.059601
0.001942	0.067955	0.049602
0.003704	0.066119	0.048849
-0.000597	0.060490	0.002459
0.001258	0.060883	0.029146
0.013516	0.070409	0.001251
0.001341	0.060503	0.048610
0.001432	0.060385	0.059904
0.012941	0.068907	0.057472
0.014729	0.066664	0.059202
0.009595	0.058911	0.062087
-0.000572	0.050727	0.021043
0.001496	0.052159	0.009529
-0.009348	0.044014	0.054999
0.000143	0.051304	0.040333
0.016060	0.063602	0.020190
0.000625	0.050449	0.019530
-0.000435	0.049400	0.010071
0.015186	0.061878	0.030488
0.034162	0.074025	0.052976
0.023527	0.063157	0.053656
-0.008454	0.038801	0.071746
0.029244	0.066936	0.058083
-0.001592	0.041842	0.069766
0.001579	0.042965	0.009240
0.040599	0.074033	0.054289
0.013658	0.052051	0.012063
0.013556	0.051539	-0.007380
-0.008147	0.035089	0.067780
-0.009846	0.034084	0.045690
0.002377	0.043224	0.028471
0.015999	0.053676	0.040691
-0.025955	0.020658	0.023291
-0.003562	0.038748	0.072258
0.014011	0.051071	0.010810
0.000571	0.040637	0.029026
0.014189	0.051079	0.041149
0.014795	0.051311	0.030777
0.010779	0.048101	0.044045
0.006638	0.044777	0.056279
0.022152	0.056404	0.060847
0.034486	0.065130	0.058680
0.033290	0.063228	0.053282
-0.002883	0.034259	0.072891
0.000623	0.035897	0.059311
0.016140	0.047334	0.057974
0.035589	0.060792	0.053380
-0.002065	0.031940	0.060636
-0.000862	0.031227	0.011238
0.029077	0.053332	0.002361
0.011707	0.040829	0.060796
0.014203	0.042241	0.042225
0.002113	0.033145	0.028596
0.014025	0.041860	0.032317
-0.003956	0.027646	0.072022
0.011736	0.039096	0.022791
0.000317	0.030737	0.048890
0.033620	0.052657	0.053433
0.030833	0.051513	0.043507
0.041303	0.058596	0.060066
0.030674	0.049838	0.060541
0.045165	0.057998	0.042756
0.035636	0.050437	0.053557
0.038300	0.051802	0.060721
0.045004	0.055398	0.060336
0.001236	0.022634	0.009497
0.004683	0.025498	0.063826
0.027840	0.041949	0.013554
-0.001502	0.020018	0.002790
0.018112	0.035079	0.039557
0.017169	0.034129	0.029855
0.000005	0.020953	0.009888
0.011814	0.028944	0.012610
0.001964	0.022183	0.071649
0.000269	0.020528	0.029268
0.015765	0.031808	0.040368
0.031365	0.042727	0.021873
0.040510	0.049289	0.060862
0.016163	0.031534	0.050100
0.013311	0.027775	0.060950
0.025046	0.035509	0.060909
0.050304	0.052899	0.057391
0.051019	0.050987	0.045928
0.008680	0.021409	0.061184
0.033145	0.037728	0.060649
-0.000304	0.011557	0.010933
0.009969	0.020329	0.074664
0.024578	0.029458	0.053930
0.002198	0.013210	0.018767
-0.000202	0.011451	0.030455
0.002305	0.013107	0.038437
0.037657	0.036893	-0.009730
0.028231	0.031108	0.061013
-0.000011	0.011418	0.050022
0.000473	0.010847	0.019494
0.006669	0.015772	0.074555
0.000117	0.010509	0.029280
0.014067	0.020285	0.076557
0.016149	0.021597	0.030774
0.001070	0.011018	0.048656
-0.004236	0.005871	0.003825
0.045837	0.040092	0.053449
0.055072	0.046828	0.045900
0.006233	0.012650	0.056691
0.013573	0.017240	0.074714
0.057624	0.045256	0.045553
0.008396	0.011288	0.061281
0.032314	0.027144	0.061149
0.064817	0.048400	0.054407
0.004050	0.004427	0.000025
0.041540	0.031201	0.047059
0.034967	0.025393	0.060997
0.029684	0.022073	0.058082
0.000890	0.000040	0.002292
0.040949	0.027279	0.039668
0.041953	0.027879	-0.002099
-0.000879	-0.001306	0.009456
0.041419	0.027773	0.019152
-0.000773	-0.002212	0.003225
0.040089	0.026378	0.029713
0.054317	0.035076	0.048599
0.045854	0.029733	0.048105
0.047330	0.030393	0.061411
0.055056	0.034367	0.035287
0.049626	0.029101	0.048752
0.064456	0.039591	0.061342
0.016982	0.006426	0.056527
0.009883	0.000741	0.019509
0.012021	0.001829	0.009278
0.049802	0.028825	0.061278
0.033217	0.017498	0.061012
0.051563	0.028187	0.006704
0.050874	0.027997	0.027786
0.009665	0.000877	0.039036
0.010755	-0.000080	0.011101
0.011656	0.000844	0.020707
0.051082	0.026632	0.019388
0.010660	-0.000238	0.030609
0.051014	0.026921	0.029597
0.039690	0.018805	0.061330
0.013354	0.001427	0.059217
0.056337	0.029583	0.061674
0.035130	0.015470	0.055712
0.046935	0.020080	0.061683
0.030171	0.008932	0.061381
0.016435	-0.000235	0.060194
0.019646	0.000808	0.029247
0.004640	-0.008880	0.026512
0.019903	0.000979	0.018719
0.020841	0.001285	0.009370
0.019624	0.001869	0.059791
0.019963	0.000979	0.038933
0.020181	-0.000167	0.002041
0.019584	0.000708	0.049049
0.074007	0.036590	0.055602
0.018167	-0.001583	0.021342
0.020652	0.000385	0.030702
0.037637	0.010633	0.003359
0.061230	0.026421	0.019486
0.037796	0.010869	0.061389
0.020463	0.000190	0.050070
0.067714	0.031290	0.058716
0.067355	0.029995	0.053266
0.059973	0.025097	0.041181
0.054261	0.020585	0.064488
0.054751	0.021285	0.063160
0.052871	0.018883	0.064162
0.055158	0.018728	0.063443
0.021910	-0.001862	0.061153
0.020922	-0.003411	0.067990
0.037227	0.007214	0.056806
0.012169	-0.010557	0.017167
0.030646	0.001159	0.019309
0.031243	0.001506	0.039175
0.031741	0.001840	0.029136
0.019202	-0.005443	0.062730
0.069665	0.026070	0.029235
0.028426	-0.001702	0.011648
0.029694	-0.000939	0.031176
0.028658	-0.001577	0.021548
0.029742	-0.000550	0.040816
0.026784	-0.002466	0.051168
0.046683	0.009622	0.061986
0.032045	0.000494	0.059768
0.039230	0.000135	0.010010
0.021570	-0.010524	0.036200
0.039996	-0.000064	0.001841
0.029996	-0.003958	0.068282
0.038983	0.001502	0.060129
0.040815	0.000367	0.020278
0.019796	-0.011656	0.056039
0.038781	0.000197	0.039411
0.039662	-0.001072	0.011750
0.039766	-0.000653	0.031157
0.078665	0.023218	0.053158
0.039382	-0.000908	0.050991
0.019025	-0.013575	0.048098
0.023369	-0.010869	0.066066
0.031122	-0.010477	0.017348
0.059870	0.008884	0.062445
0.048825	-0.000066	0.020038
0.047408	0.000664	0.061053
0.030031	-0.011540	0.036948
0.048253	-0.000425	0.039788
0.066382	0.009486	0.004716
0.031058	-0.011616	0.057210
0.049756	-0.000609	0.021272
0.028827	-0.011825	0.076980
0.044646	-0.002916	0.064808
0.066394	0.009467	0.024367
0.029707	-0.013190	0.048244
0.053671	0.001208	0.066244
0.055756	0.002422	0.063374
0.065466	0.007701	0.054966
0.040312	-0.010869	0.017773
0.049673	-0.003715	0.064494
0.039640	-0.011278	0.037091
0.020724	-0.023465	0.022673
0.048418	-0.005217	0.063448
0.058319	-0.000075	0.049849
0.034659	-0.015308	0.068207
0.057839	-0.002137	0.064497
0.075876	-0.001459	0.021496
0.075356	-0.002130	0.022373
0.077445	-0.000454	0.060709
